id,input_matrix,output_matrix,functions
171,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 8 0 8 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 8 0 0 0 0 0 2 0 2 0 0 0]
 [0 0 0 8 8 8 0 0 0 2 2 2 2 2 0 0]
 [0 0 8 8 0 8 8 0 0 0 0 2 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1]
 [0 0 0 0 7 7 0 7 7 0 0 0 0 1 1 0]
 [0 0 0 0 0 7 0 7 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 7 7 7 7 0 0 0 0 0 0 0]
 [0 0 0 0 7 7 7 7 7 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 6 6 0 6 6 0 0 0 0]
 [0 0 0 0 0 0 0 6 6 0 6 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0]]","[[0 8 0 8 0]
 [0 0 8 0 0]
 [0 8 8 8 0]
 [8 8 0 8 8]]","['tuple', 'objects', 'sfilter', 'normalize', 'vmirror', 'first', 'crop', 'ulcorner', 'shape']"
172,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 6 6 0 6 6 0 0 0 0 0 3 0 0 0 0 0 0]
 [0 0 0 6 6 6 0 0 0 0 0 3 3 3 3 3 0 0 0]
 [0 0 0 6 0 6 0 0 0 0 3 3 0 3 0 3 3 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 7 7 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 7 0 7 7 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 4 4 4 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 4 0 4 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 4 4 0 4 4 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 4 0 0 0 4 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0]]","[[6 6 0 6 6]
 [0 6 6 6 0]
 [0 6 0 6 0]]","['tuple', 'objects', 'sfilter', 'normalize', 'vmirror', 'first', 'crop', 'ulcorner', 'shape']"
173,"[[5 5 2 5]
 [2 3 3 2]
 [5 2 5 3]
 [3 5 3 2]]","[[5 5 2 5 5 2 5 5 5 5 2 5 5 2 5 5 5 5 2 5]
 [2 3 3 2 2 3 3 2 2 3 3 2 2 3 3 2 2 3 3 2]
 [5 2 5 3 3 5 2 5 5 2 5 3 3 5 2 5 5 2 5 3]
 [3 5 3 2 2 3 5 3 3 5 3 2 2 3 5 3 3 5 3 2]]","['totuple', 'vmirror', 'hconcat']"
174,"[[9 5 1 5]
 [1 5 9 1]
 [9 1 5 5]
 [5 5 5 1]]","[[9 5 1 5 5 1 5 9 9 5 1 5 5 1 5 9 9 5 1 5]
 [1 5 9 1 1 9 5 1 1 5 9 1 1 9 5 1 1 5 9 1]
 [9 1 5 5 5 5 1 9 9 1 5 5 5 5 1 9 9 1 5 5]
 [5 5 5 1 1 5 5 5 5 5 5 1 1 5 5 5 5 5 5 1]]","['totuple', 'vmirror', 'hconcat']"
175,"[[4 1 1 4]
 [7 7 4 7]
 [1 4 1 1]
 [4 1 1 1]]","[[4 1 1 4 4 1 1 4 4 1 1 4 4 1 1 4 4 1 1 4]
 [7 7 4 7 7 4 7 7 7 7 4 7 7 4 7 7 7 7 4 7]
 [1 4 1 1 1 1 4 1 1 4 1 1 1 1 4 1 1 4 1 1]
 [4 1 1 1 1 1 1 4 4 1 1 1 1 1 1 4 4 1 1 1]]","['totuple', 'vmirror', 'hconcat']"
176,"[[2 2 2 2]
 [8 2 2 2]
 [2 2 8 2]
 [8 2 8 8]]","[[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
 [8 2 2 2 2 2 2 8 8 2 2 2 2 2 2 8 8 2 2 2]
 [2 2 8 2 2 8 2 2 2 2 8 2 2 8 2 2 2 2 8 2]
 [8 2 8 8 8 8 2 8 8 2 8 8 8 8 2 8 8 2 8 8]]","['totuple', 'vmirror', 'hconcat']"
177,"[[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","[[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 2 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","['totuple', 'order', 'ofcolor', 'height', 'width', 'manhattan', 'frozenset', 'abs', 'interval', 'apply', 'add', 'multiply', 'sfilter', 'both', 'greater', 'fill']"
178,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 2 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 2 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 2 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 2 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","['totuple', 'order', 'ofcolor', 'height', 'width', 'manhattan', 'frozenset', 'abs', 'interval', 'apply', 'add', 'multiply', 'sfilter', 'both', 'greater', 'fill']"
179,"[[0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 2 2 0 0 0 0 0]
 [0 0 0 5 5 2 2 5 5 0 0 0]
 [0 0 0 5 3 3 3 3 5 0 0 0]
 [0 0 2 2 3 1 1 3 2 2 0 0]
 [0 0 2 2 3 1 1 3 2 2 0 0]
 [0 0 0 5 3 3 3 3 5 0 0 0]
 [0 0 0 5 5 2 2 5 5 0 0 0]
 [0 0 0 0 0 2 2 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0]]","[[0 0 0 2]
 [0 5 5 2]
 [0 5 3 3]
 [2 2 3 1]]","['totuple', 'compress', 'tophalf', 'lefthalf']"
180,"[[0 0 0 2 2 0 0 0 0 0 0 0]
 [0 0 2 2 2 2 0 0 0 0 0 0]
 [0 2 3 1 1 3 2 0 0 0 0 0]
 [2 2 1 0 0 1 2 2 0 0 0 0]
 [2 2 1 0 0 1 2 2 0 0 0 0]
 [0 2 3 1 1 3 2 0 0 0 0 0]
 [0 0 2 2 2 2 0 0 0 0 0 0]
 [0 0 0 2 2 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0]]","[[0 0 0 2]
 [0 0 2 2]
 [0 2 3 1]
 [2 2 1 0]]","['totuple', 'compress', 'tophalf', 'lefthalf']"
181,"[[0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 7 7 0 0 7 7 0]
 [0 0 0 0 7 2 2 3 3 2 2 7]
 [0 0 0 0 7 2 8 8 8 8 2 7]
 [0 0 0 0 0 3 8 0 0 8 3 0]
 [0 0 0 0 0 3 8 0 0 8 3 0]
 [0 0 0 0 7 2 8 8 8 8 2 7]
 [0 0 0 0 7 2 2 3 3 2 2 7]
 [0 0 0 0 0 7 7 0 0 7 7 0]]","[[0 7 7 0]
 [7 2 2 3]
 [7 2 8 8]
 [0 3 8 0]]","['totuple', 'compress', 'tophalf', 'lefthalf']"
182,"[[7 7 7 7 7 7 7 7 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 6 6 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 6 1 1 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 6 1 1 3 4 7 7 7 7 7 7 7 7]
 [7 7 7 6 1 1 3 9 4 7 7 7 7 7 7 7 7]
 [7 7 7 6 1 3 9 9 4 7 7 7 7 7 7 7 7]
 [8 7 7 6 1 3 9 9 8 7 7 7 7 7 7 7 8]
 [7 7 6 1 1 3 9 9 4 7 7 7 7 7 7 7 7]
 [7 7 7 6 1 3 9 9 4 7 7 7 7 7 7 7 7]
 [7 7 7 6 1 1 3 9 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 6 1 1 3 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 6 1 6 1 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 6 7 6 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 4 7 7 7 7 7 7 7 7]]","[[7 7 7 7 7 7 7 7 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 4 6 7 6 7 7 7 7 7]
 [7 7 7 7 7 7 6 6 4 1 6 1 6 7 7 7 7]
 [7 7 7 7 7 6 1 1 4 3 1 1 6 7 7 7 7]
 [7 7 7 7 6 1 1 3 4 9 3 1 1 6 7 7 7]
 [7 7 7 6 1 1 3 9 4 9 9 3 1 6 7 7 7]
 [7 7 7 6 1 3 9 9 4 9 9 3 1 1 6 7 7]
 [8 7 7 6 1 3 9 9 8 9 9 3 1 6 7 7 8]
 [7 7 6 1 1 3 9 9 4 9 9 3 1 6 7 7 7]
 [7 7 7 6 1 3 9 9 4 9 3 1 1 6 7 7 7]
 [7 7 7 6 1 1 3 9 4 3 1 1 6 7 7 7 7]
 [7 7 7 7 6 1 1 3 4 1 1 6 7 7 7 7 7]
 [7 7 7 7 6 1 6 1 4 6 6 7 7 7 7 7 7]
 [7 7 7 7 7 6 7 6 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 4 7 7 7 7 7 7 7 7]]","['lefthalf', 'rot180', 'height', 'width', 'crop', 'vconcat']"
183,"[[7 7 7 7 7 7 7 4 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 4 7 7 7 7 7 7 7]
 [7 7 7 7 7 1 1 4 7 7 7 7 7 7 7]
 [7 7 7 7 1 2 2 4 7 7 7 7 7 7 7]
 [7 7 7 1 2 9 9 4 7 7 7 7 7 7 7]
 [7 7 7 1 2 9 9 4 7 7 7 7 7 7 7]
 [7 7 1 2 9 9 9 4 7 7 7 7 7 7 7]
 [8 7 7 1 2 9 9 8 7 7 7 7 7 7 8]
 [7 7 7 1 2 9 9 4 7 7 7 7 7 7 7]
 [7 7 7 1 2 9 9 4 7 7 7 7 7 7 7]
 [7 7 7 7 1 2 2 4 7 7 7 7 7 7 7]
 [7 7 7 7 7 1 1 4 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 4 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 4 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 4 7 7 7 7 7 7 7]]","[[7 7 7 7 7 7 7 4 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 4 7 7 7 7 7 7 7]
 [7 7 7 7 7 1 1 4 7 7 7 7 7 7 7]
 [7 7 7 7 1 2 2 4 1 1 7 7 7 7 7]
 [7 7 7 1 2 9 9 4 2 2 1 7 7 7 7]
 [7 7 7 1 2 9 9 4 9 9 2 1 7 7 7]
 [7 7 1 2 9 9 9 4 9 9 2 1 7 7 7]
 [8 7 7 1 2 9 9 8 9 9 2 1 7 7 8]
 [7 7 7 1 2 9 9 4 9 9 9 2 1 7 7]
 [7 7 7 1 2 9 9 4 9 9 2 1 7 7 7]
 [7 7 7 7 1 2 2 4 9 9 2 1 7 7 7]
 [7 7 7 7 7 1 1 4 2 2 1 7 7 7 7]
 [7 7 7 7 7 7 7 4 1 1 7 7 7 7 7]
 [7 7 7 7 7 7 7 4 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 4 7 7 7 7 7 7 7]]","['lefthalf', 'rot180', 'height', 'width', 'crop', 'vconcat']"
184,"[[7 7 7 7 7 7 7 7 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 5 5 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 5 5 9 9 4 7 7 7 7 7 7 7 7]
 [8 7 5 5 9 9 1 1 8 7 7 7 7 7 7 7 8]
 [7 7 5 9 1 1 1 1 4 7 7 7 7 7 7 7 7]
 [7 7 5 9 1 1 1 1 4 7 7 7 7 7 7 7 7]
 [7 7 5 9 6 6 6 6 4 7 7 7 7 7 7 7 7]
 [7 7 5 9 6 6 6 6 4 7 7 7 7 7 7 7 7]
 [7 7 5 5 9 9 6 6 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 5 5 9 9 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 5 5 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 4 7 7 7 7 7 7 7 7]]","[[7 7 7 7 7 7 7 7 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 4 5 5 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 4 9 9 5 5 7 7 7 7]
 [7 7 7 7 7 7 7 7 4 6 6 9 9 5 5 7 7]
 [7 7 7 7 7 7 7 7 4 6 6 6 6 9 5 7 7]
 [7 7 7 7 7 7 7 7 4 6 6 6 6 9 5 7 7]
 [7 7 7 7 7 7 5 5 4 1 1 1 1 9 5 7 7]
 [7 7 7 7 5 5 9 9 4 1 1 1 1 9 5 7 7]
 [8 7 5 5 9 9 1 1 8 1 1 9 9 5 5 7 8]
 [7 7 5 9 1 1 1 1 4 9 9 5 5 7 7 7 7]
 [7 7 5 9 1 1 1 1 4 5 5 7 7 7 7 7 7]
 [7 7 5 9 6 6 6 6 4 7 7 7 7 7 7 7 7]
 [7 7 5 9 6 6 6 6 4 7 7 7 7 7 7 7 7]
 [7 7 5 5 9 9 6 6 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 5 5 9 9 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 5 5 4 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 4 7 7 7 7 7 7 7 7]]","['lefthalf', 'rot180', 'height', 'width', 'crop', 'vconcat']"
185,"[[1 2 5 5 0 3]
 [3 0 2 3 1 3]
 [1 5 3 5 2 1]
 [2 3 5 1 1 5]
 [3 3 0 1 2 0]
 [3 1 5 1 3 1]]","[[1 7 7 7 7 3]
 [3 7 7 3 1 3]
 [1 7 3 7 7 1]
 [7 3 7 1 1 7]
 [3 3 7 1 7 7]
 [3 1 7 1 3 1]]","['totuple', 'palette', 'mostcolor', 'mostcommon', 'tuple', 'range', 'colorcount', 'asindices', 'sfilter', 'either', 'equality', 'index', 'difference', 'fill']"
186,"[[0 9 5 9]
 [9 2 5 2]
 [0 2 5 1]
 [1 2 9 2]]","[[7 9 7 9]
 [9 2 7 2]
 [7 2 7 7]
 [7 2 9 2]]","['totuple', 'palette', 'mostcolor', 'mostcommon', 'tuple', 'range', 'colorcount', 'asindices', 'sfilter', 'either', 'equality', 'index', 'difference', 'fill']"
187,"[[9 1 2 1 1 2]
 [1 1 2 6 3 6]
 [6 1 6 6 9 6]
 [6 2 9 6 9 3]
 [1 2 6 2 6 1]
 [1 6 3 3 2 3]]","[[7 1 7 1 1 7]
 [1 1 7 6 7 6]
 [6 1 6 6 7 6]
 [6 7 7 6 7 7]
 [1 7 6 7 6 1]
 [1 6 7 7 7 7]]","['totuple', 'palette', 'mostcolor', 'mostcommon', 'tuple', 'range', 'colorcount', 'asindices', 'sfilter', 'either', 'equality', 'index', 'difference', 'fill']"
188,"[[1 2 1 0 0 0]
 [0 6 1 0 1 0]
 [0 4 1 0 2 6]
 [4 1 2 1 1 1]]","[[1 7 1 0 0 0]
 [0 7 1 0 1 0]
 [0 7 1 0 7 7]
 [7 1 7 1 1 1]]","['totuple', 'palette', 'mostcolor', 'mostcommon', 'tuple', 'range', 'colorcount', 'asindices', 'sfilter', 'either', 'equality', 'index', 'difference', 'fill']"
189,"[[0 0 0 0 0 0 0 0 0 0 2 2]
 [0 0 0 0 0 0 0 0 0 0 3 2]
 [0 0 0 0 0 0 0 0 2 2 0 0]
 [0 0 0 0 0 0 0 0 3 2 0 0]
 [0 0 0 0 0 0 2 2 0 0 0 0]
 [0 0 0 0 0 0 3 2 0 0 0 0]
 [0 0 0 0 2 2 0 0 0 0 0 0]
 [0 0 0 0 3 2 0 0 0 0 0 0]
 [0 0 2 2 0 0 0 0 0 0 0 0]
 [0 0 3 2 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 0 0 0 0 0 0]
 [3 2 0 0 0 0 0 0 0 0 0 0]]","[[2 2 0 0 0 0 0 0 0 0 0 0]
 [3 2 0 0 0 0 0 0 0 0 0 0]
 [0 0 2 2 0 0 0 0 0 0 0 0]
 [0 0 3 2 0 0 0 0 0 0 0 0]
 [0 0 0 0 2 2 0 0 0 0 0 0]
 [0 0 0 0 3 2 0 0 0 0 0 0]
 [0 0 0 0 0 0 2 2 0 0 0 0]
 [0 0 0 0 0 0 3 2 0 0 0 0]
 [0 0 0 0 0 0 0 0 2 2 0 0]
 [0 0 0 0 0 0 0 0 3 2 0 0]
 [0 0 0 0 0 0 0 0 0 0 2 2]
 [0 0 0 0 0 0 0 0 0 0 3 2]]","['type', 'tuple', 'height', 'mostcolor', 'canvas', 'shape', 'interval', 'frozenset', 'toobject', 'shift', 'paint']"
190,"[[8 0 0 0 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 0 0 0 0 0 0]
 [0 0 8 0 0 0 0 0 0 0 0 0]
 [0 0 2 2 0 0 0 0 0 0 0 0]
 [0 0 0 0 8 0 0 0 0 0 0 0]
 [0 0 0 0 2 2 0 0 0 0 0 0]
 [0 0 0 0 0 0 8 0 0 0 0 0]
 [0 0 0 0 0 0 2 2 0 0 0 0]
 [0 0 0 0 0 0 0 0 8 0 0 0]
 [0 0 0 0 0 0 0 0 2 2 0 0]
 [0 0 0 0 0 0 0 0 0 0 8 0]
 [0 0 0 0 0 0 0 0 0 0 2 2]]","[[0 0 0 0 0 0 0 0 0 0 8 0]
 [0 0 0 0 0 0 0 0 0 0 2 2]
 [0 0 0 0 0 0 0 0 8 0 0 0]
 [0 0 0 0 0 0 0 0 2 2 0 0]
 [0 0 0 0 0 0 8 0 0 0 0 0]
 [0 0 0 0 0 0 2 2 0 0 0 0]
 [0 0 0 0 8 0 0 0 0 0 0 0]
 [0 0 0 0 2 2 0 0 0 0 0 0]
 [0 0 8 0 0 0 0 0 0 0 0 0]
 [0 0 2 2 0 0 0 0 0 0 0 0]
 [8 0 0 0 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 0 0 0 0 0 0]]","['type', 'tuple', 'height', 'mostcolor', 'canvas', 'shape', 'interval', 'frozenset', 'toobject', 'shift', 'paint']"
191,"[[2 1 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0 0]
 [0 0 2 1 0 0 0 0 0 0]
 [0 0 1 0 0 0 0 0 0 0]
 [0 0 0 0 2 1 0 0 0 0]
 [0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 2 1 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 0 0 2 1]
 [0 0 0 0 0 0 0 0 1 0]]","[[0 0 0 0 0 0 0 0 2 1]
 [0 0 0 0 0 0 0 0 1 0]
 [0 0 0 0 0 0 2 1 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 2 1 0 0 0 0]
 [0 0 0 0 1 0 0 0 0 0]
 [0 0 2 1 0 0 0 0 0 0]
 [0 0 1 0 0 0 0 0 0 0]
 [2 1 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0 0]]","['type', 'tuple', 'height', 'mostcolor', 'canvas', 'shape', 'interval', 'frozenset', 'toobject', 'shift', 'paint']"
192,"[[1 1 1 1 5 0 0 0 0]
 [1 0 0 1 5 0 6 6 0]
 [1 0 0 1 5 0 6 6 0]
 [1 1 1 1 5 0 0 0 0]]","[[1 1 1 1]
 [1 6 6 1]
 [1 6 6 1]
 [1 1 1 1]]","['tuple', 'height', 'mostcolor', 'interval', 'index', 'fill', 'frozenset', 'crop']"
193,"[[1 1 1 1 5 2 2 0 0]
 [1 0 0 1 5 2 2 0 0]
 [1 0 0 1 5 0 0 0 0]
 [1 1 1 1 5 0 0 0 0]]","[[1 1 1 1]
 [1 0 0 1]
 [1 0 0 1]
 [1 1 1 1]]","['tuple', 'height', 'mostcolor', 'interval', 'index', 'fill', 'frozenset', 'crop']"
194,"[[1 1 1 1 5 0 0 0 0]
 [1 0 0 0 5 0 7 7 7]
 [1 0 1 1 5 0 7 0 0]
 [1 0 1 0 5 0 7 0 7]]","[[1 1 1 1]
 [1 7 7 7]
 [1 7 1 1]
 [1 7 1 7]]","['tuple', 'height', 'mostcolor', 'interval', 'index', 'fill', 'frozenset', 'crop']"
195,"[[0 0 0 1 5 2 2 0 0]
 [1 0 0 0 5 2 2 0 0]
 [1 1 0 0 5 0 2 2 0]
 [1 1 1 0 5 0 2 2 0]]","[[0 0 0 1]
 [1 0 0 0]
 [1 1 0 0]
 [1 1 1 0]]","['tuple', 'height', 'mostcolor', 'interval', 'index', 'fill', 'frozenset', 'crop']"
196,"[[1 1 0 0 5 0 0 3 3]
 [1 0 0 1 5 0 3 3 0]
 [1 0 0 1 5 0 3 3 0]
 [1 1 0 0 5 0 0 3 3]]","[[1 1 3 3]
 [1 3 3 1]
 [1 3 3 1]
 [1 1 3 3]]","['tuple', 'height', 'mostcolor', 'interval', 'index', 'fill', 'frozenset', 'crop']"
197,"[[1 1 1 1 5 3 3 0 0]
 [1 0 0 1 5 3 3 0 0]
 [1 0 0 1 5 3 0 0 0]
 [1 0 0 1 5 0 0 0 0]]","[[1 1 1 1]
 [1 0 0 1]
 [1 0 0 1]
 [1 0 0 1]]","['tuple', 'height', 'mostcolor', 'interval', 'index', 'fill', 'frozenset', 'crop']"
198,"[[0 0 0 1 5 2 2 2 0]
 [1 0 0 0 5 0 2 2 2]
 [1 1 0 0 5 0 0 2 2]
 [1 1 1 0 5 0 0 0 2]]","[[2 2 2 1]
 [1 2 2 2]
 [1 1 2 2]
 [1 1 1 2]]","['tuple', 'height', 'mostcolor', 'interval', 'index', 'fill', 'frozenset', 'crop']"
